,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
73,droso_5180,0.3789,AF-A0A833T3H4-F1-model_v4,0.113,1.0,0.374,6.915,Phytophthora infestans
74,droso_6445,0.7165,AF-A0A0V1HCH3-F1-model_v4,0.042,0.562,0.139,8.988,Trichinella zimbabwensis
75,droso_2920,0.3225,AF-A0A1Y3AW97-F1-model_v4,0.136,0.935,0.441,6.947,Euroglyphus maynei
76,droso_4506,0.1811,AF-A0A1I8GVJ1-F1-model_v4,0.157,0.878,0.502,0.4387,Macrostomum lignano
77,droso_119,0.255,AF-A0A4C1V760-F1-model_v4,0.173,0.759,0.866,6.692,Eumeta japonica
78,droso_1166,0.6112,AF-A0A4Z2ERH9-F1-model_v4,0.111,0.517,0.544,6.928,Liparis tanakae
79,droso_4103,0.3974,AF-A0A6J8C1T4-F1-model_v4,0.092,0.75,0.044,4.331,Mytilus coruscus
80,droso_3733,0.06411,AF-A0A285EC22-F1-model_v4,0.148,1.0,0.814,5.244,Geodermatophilus sabuli
81,droso_2181,0.7124,AF-A0A455SYB5-F1-model_v4,0.108,0.725,0.443,4.684,Thermogemmatispora argillosa
82,droso_5991,0.1782,AF-A0A556TUP4-F1-model_v4,0.128,0.953,0.71,4.688,Bagarius yarrelli
83,droso_5769,0.5163,AF-A0A498JVY6-F1-model_v4,0.172,0.963,0.323,8.74,Malus domestica
84,droso_4866,0.5432,AF-A0A177TCM1-F1-model_v4,0.164,0.39,0.187,6.356,Tilletia indica
85,droso_1822,0.5501,AF-S7WCB0-F1-model_v4,0.163,0.953,0.069,4.182,Spraguea lophii 42_110
86,droso_6669,0.4053,AF-A0A350D7U6-F1-model_v4,0.088,0.42,0.11,4.761,bacterium
87,droso_6203,0.4393,AF-A0A5C7GX14-F1-model_v4,0.111,1.0,0.208,5.043,Acer yangbiense
88,droso_141,0.7687,AF-A0A5C6PGB7-F1-model_v4,0.176,0.967,0.966,3.284e-05,Takifugu flavidus
89,droso_450,0.2826,AF-A0A1B7TIA1-F1-model_v4,0.145,0.881,0.188,5.571,Hanseniaspora valbyensis NRRL Y-1626
90,droso_1489,0.5114,AF-A0A645AW14-F1-model_v4,0.133,0.472,0.329,0.6701,bioreactor metagenome
91,droso_4012,0.1375,AF-A0A067CAI7-F1-model_v4,0.125,0.855,0.787,4.495,Saprolegnia parasitica CBS 223.65
92,droso_1260,0.6704,AF-A0A662QRU9-F1-model_v4,0.187,0.941,0.496,9.376,Candidatus Nanohaloarchaeota archaeon
93,droso_4179,0.2998,AF-A0A2H3C459-F1-model_v4,0.09,0.635,0.391,5.573,Armillaria solidipes
94,droso_1178,0.4299,AF-A0A162NBV9-F1-model_v4,0.125,0.861,0.867,4.416,Phycomyces blakesleeanus NRRL 1555(-)
95,droso_4850,0.3796,AF-A0A2N9FEQ1-F1-model_v4,0.137,0.929,0.555,5.005,Fagus sylvatica
96,droso_2946,0.2949,AF-A0A3M1VNW4-F1-model_v4,0.145,0.932,0.108,6.642,Candidatus Dadabacteria bacterium
97,droso_4363,0.3491,AF-A0A160P7Z2-F1-model_v4,0.134,0.651,0.506,6.413,Streptomyces laurentii
98,droso_556,0.2598,AF-A0A2X3JEQ0-F1-model_v4,0.171,0.838,0.755,3.565,Cedecea neteri
99,droso_6099,0.5125,AF-M7ZH50-F1-model_v4,0.168,0.837,0.073,9.956,Triticum urartu
100,droso_859,0.3736,AF-A0A6N2KU57-F1-model_v4,0.122,0.774,0.693,6.952,Salix viminalis
101,droso_3092,0.3353,AF-J9L1D5-F1-model_v4,0.164,0.609,0.807,5.551,Acyrthosiphon pisum
102,droso_3193,0.1832,AF-A0A0C2GT30-F1-model_v4,0.175,1.0,0.413,7.765,Ancylostoma duodenale
103,droso_4371,0.7519,AF-N1NN22-F1-model_v4,0.05,0.714,1.0,4.684,Xenorhabdus nematophila F1
104,droso_1000,0.3844,AF-A0A836Y3P7-F1-model_v4,0.186,0.408,0.225,9.004,Salix suchowensis
105,droso_2645,0.7109,AF-A0A2R6JWV4-F1-model_v4,0.142,1.0,0.705,6.731,Halobacteriales archaeon QS_8_65_32
106,droso_926,0.1582,AF-A0A1Y2W3Z4-F1-model_v4,0.224,0.98,0.262,3.406,Hypoxylon sp. CI-4A
107,droso_1445,0.1575,AF-A0A2G2WWN9-F1-model_v4,0.16,0.641,0.648,3.217,Capsicum baccatum
108,droso_2423,0.5169,AF-A0A2X4US46-F1-model_v4,0.14,0.923,0.421,2.498,Serratia plymuthica
109,droso_2222,0.3439,AF-A0A7S1XSR8-F1-model_v4,0.12,0.912,0.299,7.849,Phaeomonas parva
110,droso_1177,0.6363,AF-A0A482RGK8-F1-model_v4,0.12,0.806,0.087,2.852,archaeon
111,droso_3878,0.4348,AF-A0A7I8XCW3-F1-model_v4,0.205,0.812,0.22,9.791,Bursaphelenchus xylophilus
112,droso_5542,0.6488,AF-A0A6L2N6U1-F1-model_v4,0.25,0.414,0.132,6.096,Tanacetum cinerariifolium
113,droso_3177,0.2655,AF-A0A1Q3B416-F1-model_v4,0.151,0.96,0.574,1.938,Cephalotus follicularis
114,droso_1726,0.2978,AF-T1F8T6-F1-model_v4,0.1,0.657,0.556,8.059,Helobdella robusta
115,droso_4841,0.8413,AF-A0A2G9MWV4-F1-model_v4,0.123,0.713,0.67,2.251,Nitrosopumilales archaeon CG11_big_fil_rev_8_21_14_0_20_33_24
116,droso_2526,0.3582,AF-A0A7Y2HIT8-F1-model_v4,0.188,0.971,0.377,2.322,Saprospiraceae bacterium
117,droso_2300,0.2385,AF-A0A7S2CCR3-F1-model_v4,0.132,0.883,0.463,8.813,Dictyocha speculum
118,droso_2376,0.6499,AF-A0A0L8IHA6-F1-model_v4,0.079,0.808,0.315,5.19,Octopus bimaculoides
119,droso_1114,0.2787,AF-H0K0Y3-F1-model_v4,0.187,0.983,0.296,2.047,Saccharomonospora azurea SZMC 14600
120,droso_5145,0.7769,AF-A0A1W0WPE4-F1-model_v4,0.122,0.94,0.91,0.02586,Hypsibius dujardini
121,droso_3007,0.5592,AF-Q0DBS2-F1-model_v4,0.112,0.588,0.199,3.034,Oryza sativa Japonica Group
122,droso_4969,0.5632,AF-A0A197JFK6-F1-model_v4,0.104,0.774,0.375,8.564,Linnemannia elongata AG-77
123,droso_2077,0.2928,AF-A0A835ZF08-F1-model_v4,0.155,0.77,0.12,8.287,Tribonema minus
124,droso_3147,0.1276,AF-A0A094B317-F1-model_v4,0.13,0.721,0.98,0.3819,Pseudogymnoascus sp. VKM F-4513 (FW-928)
125,droso_3329,0.3116,AF-A0A4R3ES63-F1-model_v4,0.206,0.9,0.849,2.773,Streptomyces sp. BK042
126,droso_1023,0.2009,AF-A0A1D6I2B1-F1-model_v4,0.176,0.986,0.763,4.354,Zea mays
127,droso_3378,0.04566,AF-A0A7J0HBN3-F1-model_v4,0.138,0.915,0.994,0.583,Actinidia rufa
128,droso_2710,0.266,AF-A0A2G9Q056-F1-model_v4,0.161,0.944,0.275,8.983,Candidatus Woesearchaeota archaeon CG08_land_8_20_14_0_20_43_7
129,droso_2439,0.5366,AF-A0A1N7FA90-F1-model_v4,0.111,0.947,0.229,5.287,Haladaptatus litoreus
130,droso_2510,0.2696,AF-L1K2A1-F1-model_v4,0.17,1.0,0.38,6.683,Guillardia theta CCMP2712
131,droso_4893,0.4146,AF-A0A7C6D0Z3-F1-model_v4,0.131,1.0,0.924,9.792,Euryarchaeota archaeon
132,droso_1818,0.276,AF-A0A1Z5LHJ9-F1-model_v4,0.092,0.985,0.762,8.394,Ornithodoros moubata
133,droso_3390,0.2332,AF-A0A0F9ZQP7-F1-model_v4,0.166,0.94,0.987,4.918,Trichoderma harzianum
134,droso_1125,0.7322,AF-A0A6A5WWP1-F1-model_v4,0.125,0.421,0.255,9.099,Amniculicola lignicola CBS 123094
135,droso_2352,0.8815,AF-B1H2T5-F1-model_v4,0.285,0.71,0.089,8.02,Xenopus tropicalis
136,droso_1433,0.2736,AF-R1BTP5-F1-model_v4,0.19,0.946,0.251,8.713,Emiliania huxleyi
137,droso_2112,0.2084,AF-A0A0C9TB95-F1-model_v4,0.146,0.975,0.729,2.921,Paxillus involutus ATCC 200175
138,droso_2338,0.5268,AF-U6GES8-F1-model_v4,0.284,1.0,0.249,5.949,Eimeria acervulina
139,droso_4049,0.04882,AF-A0A1V6QNB6-F1-model_v4,0.119,0.932,0.996,0.2293,Penicillium antarcticum
140,droso_1597,0.4071,AF-A0A4V3EGL3-F1-model_v4,0.129,0.701,0.661,3.956,Streptomyces sp. BK161
141,droso_4713,0.1136,AF-F3Z825-F1-model_v4,0.116,0.915,0.87,8.796,Streptomyces sp. Tu6071
142,droso_6160,0.3778,AF-A0A6P5FZ55-F1-model_v4,0.162,0.809,0.407,6.097,Ananas comosus
143,droso_1055,0.6539,AF-A0A0R3Q6B5-F1-model_v4,0.14,0.938,1.0,2.464,Brugia timori
144,droso_1446,0.8648,AF-A0A1S9DPS4-F1-model_v4,0.125,0.615,0.248,0.1568,Aspergillus oryzae
145,droso_5589,0.1931,AF-A0A2I0VP50-F1-model_v4,0.178,0.99,0.568,3.397,Dendrobium catenatum
146,droso_718,0.2762,AF-A0A1V5S0M6-F1-model_v4,0.117,0.883,0.779,9.994,Bacteroidetes bacterium ADurb.Bin302
147,droso_5861,0.2492,AF-B8ALF0-F1-model_v4,0.1,0.993,0.198,7.231,Oryza sativa Indica Group
148,droso_4976,0.463,AF-A0A2I1EQD3-F1-model_v4,0.071,0.442,0.207,8.507,Rhizophagus irregularis
149,droso_4899,0.5114,AF-A0A7C8UUR6-F1-model_v4,0.113,0.918,0.209,3.456,Orbilia oligospora
150,droso_914,0.1548,AF-A0A1D1VLJ8-F1-model_v4,0.115,0.981,0.528,9.855,Ramazzottius varieornatus
151,droso_5012,0.8089,AF-A0A1I8GTF1-F1-model_v4,0.315,0.55,0.452,0.006467,Macrostomum lignano
152,droso_2847,0.4096,AF-A0A1I0BGU8-F1-model_v4,0.101,0.795,0.747,8.328,Thorsellia anophelis DSM 18579
153,droso_4157,0.3672,AF-A0A158KNB0-F1-model_v4,0.228,0.958,0.136,7.704,Caballeronia arvi
154,droso_4873,0.2201,AF-A0A1L8EPJ4-F1-model_v4,0.193,0.969,0.545,6.315,Xenopus laevis
155,droso_4050,0.2868,AF-W6ALP8-F1-model_v4,0.162,0.933,0.859,7.826,Spiroplasma mirum ATCC 29335
156,droso_5778,0.1585,AF-A0A212DHK1-F1-model_v4,0.104,0.972,0.5,5.344,Cervus elaphus hippelaphus
157,droso_5042,0.4168,AF-A0A2Z7BWS5-F1-model_v4,0.101,0.503,0.292,2.962,Dorcoceras hygrometricum
158,droso_4973,0.6644,AF-A0A520A4X9-F1-model_v4,0.034,0.61,0.798,4.811,Pedobacter sp.
159,droso_2062,0.3438,AF-A0A7C4HG82-F1-model_v4,0.125,0.861,0.162,9.039,Candidatus Bathyarchaeota archaeon
160,droso_5523,0.4288,AF-A0A1F6S5Z7-F1-model_v4,0.133,0.914,0.843,8.901,Candidatus Melainabacteria bacterium RIFOXYA12_FULL_32_12
161,droso_4182,0.4057,AF-A0A147DUA0-F1-model_v4,0.174,0.983,0.538,8.24,Curtobacterium oceanosedimentum
162,droso_3352,0.3763,AF-A0A2V3IFH0-F1-model_v4,0.123,1.0,0.151,6.054,Gracilariopsis chorda
163,droso_4892,0.3285,AF-A0A7J8DG80-F1-model_v4,0.17,1.0,0.715,3.052,Rousettus aegyptiacus
164,droso_2491,0.6977,AF-A0A1H8CQI0-F1-model_v4,0.106,0.331,0.198,9.896,Hydrogenoanaerobacterium saccharovorans
165,droso_702,0.2827,AF-Q75L74-F1-model_v4,0.098,1.0,0.363,5.241,Oryza sativa Japonica Group
166,droso_5208,0.436,AF-A0A4D9DLS4-F1-model_v4,0.077,0.778,0.74,3.491,Platysternon megacephalum
167,droso_3228,0.8268,AF-A0A822AE85-F1-model_v4,0.163,0.431,0.932,0.3351,Ranitomeya imitator
168,droso_4035,0.6274,AF-A0A077FLD0-F1-model_v4,0.15,0.589,0.822,8.018,Rickettsiales bacterium Ac37b
169,droso_2117,0.2037,AF-A0A843IVU0-F1-model_v4,0.152,0.99,0.854,5.093,Methanobrevibacter sp.
170,droso_4719,0.6707,AF-A0A7R8UK33-F1-model_v4,0.207,0.792,0.986,0.5351,Hermetia illucens
171,droso_1378,0.6835,AF-A0A1V9XJB2-F1-model_v4,0.53,0.754,0.226,0.03836,Tropilaelaps mercedesae
172,droso_314,0.4864,AF-A0A250XEQ9-F1-model_v4,0.142,0.989,0.581,8.13,Chlamydomonas eustigma
173,droso_5688,0.554,AF-A0A6C0BNL1-F1-model_v4,0.16,0.376,0.427,3.632,viral metagenome
174,droso_5259,0.1908,AF-A0A2A2M2V8-F1-model_v4,0.13,0.984,0.567,9.769,Diploscapter pachys
175,droso_2226,0.1947,AF-A0A182E2U1-F1-model_v4,0.082,0.918,0.485,5.884,Onchocerca ochengi
176,droso_5884,0.4157,AF-A0A1F4GQQ2-F1-model_v4,0.122,0.976,0.329,4.16,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_66_14
177,droso_3893,0.5433,AF-A0A6G8FNL5-F1-model_v4,0.121,0.943,0.363,9.74,Leucobacter coleopterorum
178,droso_3141,0.9002,AF-A0A3L7SGL6-F1-model_v4,0.08,0.667,0.847,4.286,Planctomycetota bacterium
179,droso_4435,0.5253,AF-A0A4S8NIH4-F1-model_v4,0.2,0.917,0.809,2.991,Rhizobium rhizophilum
180,droso_2066,0.5723,AF-A0A6A6BN38-F1-model_v4,0.174,0.795,0.529,1.554,Aplosporella prunicola CBS 121167
181,droso_1797,0.4276,AF-A0A7I0ZWS1-F1-model_v4,0.125,0.949,0.176,5.477,Danaus plexippus plexippus
182,droso_290,0.376,AF-A0A507F4C9-F1-model_v4,0.101,0.898,0.152,3.521,Chytriomyces confervae
183,droso_2317,0.1865,AF-A0A1V8T1P1-F1-model_v4,0.148,1.0,0.413,6.359,Rachicladosporium antarcticum
184,droso_4043,0.4528,AF-A0A7D5LE33-F1-model_v4,0.107,0.474,0.147,8.851,Halobaculum salinum
185,droso_2816,0.3082,AF-A0A7R9ZZA1-F1-model_v4,0.18,1.0,0.897,5.597,Pyrodinium bahamense
186,droso_3938,0.41,AF-A0A0C2MYY9-F1-model_v4,0.112,0.821,0.6,5.625,Thelohanellus kitauei
187,droso_5795,0.4479,AF-A0A2V2U6T9-F1-model_v4,0.178,1.0,0.425,6.683,Thaumarchaeota archaeon
188,droso_5520,0.7246,AF-A0A0R3WDV7-F1-model_v4,0.125,0.56,0.129,0.959,Taenia asiatica
189,droso_4938,0.2644,AF-A0A3R6VJV4-F1-model_v4,0.116,0.853,0.191,7.18,Clostridium sp. AM33-3
190,droso_1135,0.431,AF-A0A2N7J0Z8-F1-model_v4,0.111,0.984,0.685,6.53,Vibrio sp. 10N.261.49.E11
191,droso_6618,0.5374,AF-A0A0F8K719-F1-model_v4,0.1,0.769,0.368,0.8904,Methanosarcina mazei
192,droso_1496,0.3792,AF-A0A4Q6AI10-F1-model_v4,0.226,0.815,0.551,3.662,Proteobacteria bacterium
193,droso_4024,0.5421,AF-A0A7S3TSS1-F1-model_v4,0.201,0.955,0.788,4.448,Strombidinopsis acuminata
194,droso_4472,0.3479,AF-M7ZP50-F1-model_v4,0.164,0.74,0.171,9.249,Triticum urartu
195,droso_6586,0.3354,AF-G0U8Y2-F1-model_v4,0.13,0.93,0.667,9.156,Trypanosoma vivax Y486
196,droso_4284,0.4252,AF-A0A7R8W1Y3-F1-model_v4,0.119,0.931,0.055,6.682,Cyprideis torosa
197,droso_2700,0.2655,AF-A0A5B7IPN9-F1-model_v4,0.116,0.984,0.923,5.709,Portunus trituberculatus
198,droso_3237,0.4225,AF-A0A151J8R3-F1-model_v4,0.175,0.891,0.905,8.745,Trachymyrmex cornetzi
199,droso_2935,0.5139,AF-A0A183BFF4-F1-model_v4,0.164,0.923,0.844,7.591,Echinostoma caproni
200,droso_521,0.2622,AF-A0A099KC48-F1-model_v4,0.243,1.0,0.26,5.734,Colwellia psychrerythraea
201,droso_537,0.3493,AF-A0A553PKP6-F1-model_v4,0.156,0.873,0.78,9.836,Tigriopus californicus
202,droso_3385,0.05739,AF-A0A4J1WJX4-F1-model_v4,0.144,0.993,0.83,4.991,Streptococcus pneumoniae
203,droso_3497,0.3303,AF-A0A166IHB2-F1-model_v4,0.104,0.847,0.984,7.944,Fibularhizoctonia sp. CBS 109695
204,droso_2535,0.6261,AF-A0A7J6UIC6-F1-model_v4,0.196,1.0,0.407,6.052,Perkinsus olseni
205,droso_1476,0.7707,AF-A0A7S4HWY1-F1-model_v4,0.1,0.769,0.686,2.712,Vannella robusta
206,droso_2684,0.4947,AF-W6UPU9-F1-model_v4,0.166,0.568,0.178,4.131,Echinococcus granulosus
207,droso_992,0.3371,AF-Q8WQL7-F1-model_v4,0.233,0.957,0.101,3.658,Caenorhabditis elegans
208,droso_4849,0.6865,AF-A0A7T9BWR3-F1-model_v4,0.088,0.591,0.38,0.6745,bacterium
209,droso_4643,0.5658,AF-A0A2S2QD71-F1-model_v4,0.1,0.774,0.327,8.064,Sipha flava
210,droso_4199,0.3783,AF-C5BNA6-F1-model_v4,0.142,0.709,0.177,7.675,Teredinibacter turnerae T7901
211,droso_4856,0.2404,AF-A0A1U8NGC4-F1-model_v4,0.153,0.471,0.148,7.245,Gossypium hirsutum
212,droso_5053,0.5806,AF-A0A7W9LK47-F1-model_v4,0.135,0.934,0.234,6.028,Jiangella mangrovi
213,droso_4171,0.7189,AF-A0A426ZK03-F1-model_v4,0.101,0.742,0.605,1.131,Ensete ventricosum
214,droso_4001,0.4744,AF-A0A287G264-F1-model_v4,0.196,0.855,0.155,8.886,Hordeum vulgare subsp. vulgare
215,droso_6693,0.2191,AF-A0A0A1XLC3-F1-model_v4,0.153,0.833,0.286,7.622,Zeugodacus cucurbitae
216,droso_2939,0.4137,AF-A0A383V253-F1-model_v4,0.076,0.632,0.071,4.49,Tetradesmus obliquus
217,droso_4545,0.6018,AF-A0A2Z5E8S1-F1-model_v4,0.264,0.493,0.376,2.934,Novosphingobium sp. P6W
218,droso_394,0.4482,AF-A7SUX6-F1-model_v4,0.11,0.911,0.246,3.194,Nematostella vectensis
219,droso_1330,0.4589,AF-A0A6G1HIK8-F1-model_v4,0.157,1.0,0.809,7.387,Trichodelitschia bisporula
220,droso_2578,0.5009,AF-A0A3R7JWC2-F1-model_v4,0.169,1.0,0.369,7.57,Clonorchis sinensis
221,droso_1462,0.153,AF-A0A0N4WLY3-F1-model_v4,0.168,1.0,0.599,7.271,Haemonchus placei
