,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
31,droso_973_replicate_1_after100ns,0.2914,AF-A0A3C0I0V7-F1-model_v4,0.194,0.824,0.286,4.672,Gammaproteobacteria bacterium
32,droso_1358_replicate_2_after100ns,0.555,AF-A0A0N0F5R4-F1-model_v4,0.085,0.459,0.243,9.1,Pseudomonas amygdali pv. mellea
33,droso_898_replicate_1_after100ns,0.0913,AF-A0A1S3YRI2-F1-model_v4,0.154,0.429,0.618,8.501,Nicotiana tabacum
34,droso_3792_replicate_1_after100ns,0.3578,AF-A0A651H6V3-F1-model_v4,0.134,0.9,0.854,8.643,Puniceicoccaceae bacterium
35,droso_3465_replicate_3_after100ns,0.6284,AF-A0A6J2TIB2-F1-model_v4,0.108,0.374,0.117,8.364,Scaptodrosophila lebanonensis
36,droso_3089_replicate_1_after100ns,0.5288,AF-A0A4Y2M8S5-F1-model_v4,0.15,0.494,0.203,5.931,Araneus ventricosus
37,droso_2650_replicate_1_after100ns,0.7933,AF-A0A7C6S4L0-F1-model_v4,0.119,0.424,0.16,3.361,Clostridiales bacterium
38,droso_4746_replicate_3_after100ns,0.5328,AF-A0A7S1QU89-F1-model_v4,0.111,0.898,0.123,4.296,Neobodo designis
39,droso_4990_replicate_2_after100ns,0.8038,AF-A0A5C7KRN4-F1-model_v4,0.0,0.225,0.158,4.467,Candidatus Moranbacteria bacterium
40,droso_1875_replicate_2_after100ns,0.171,AF-A0A1Q9CIK0-F1-model_v4,0.183,0.912,0.267,8.784,Symbiodinium microadriaticum
41,droso_625_replicate_3_after100ns,0.1938,AF-A0A1F6NQ31-F1-model_v4,0.111,0.814,0.215,7.38,Candidatus Magasanikbacteria bacterium RIFOXYC12_FULL_33_11
42,droso_3889_replicate_2_after100ns,0.517,AF-A0A4Q6D633-F1-model_v4,0.046,0.714,0.125,3.589,Proteobacteria bacterium
43,droso_3137_replicate_1_after100ns,0.6131,AF-A0A2S9FLF4-F1-model_v4,0.225,0.517,0.279,4.716,Mycobacterium sp. ITM-2017-0098
44,droso_3888_replicate_1_after100ns,0.6962,AF-T1GZE6-F1-model_v4,0.163,0.5,0.313,6.176,Megaselia scalaris
45,droso_1277_replicate_3_after100ns,0.1549,AF-A0A433SXC2-F1-model_v4,0.164,0.842,0.901,6.624,Elysia chlorotica
46,droso_4980_replicate_1_after100ns,0.5133,AF-R9KFM1-F1-model_v4,0.073,0.477,0.215,8.84,Lachnospiraceae bacterium MD335
47,droso_4476_replicate_3_after100ns,0.808,AF-A0A813EX04-F1-model_v4,0.114,0.77,0.921,0.0002152,Polarella glacialis
48,droso_1048_replicate_2_after100ns,0.4832,AF-A0A409WES1-F1-model_v4,0.125,0.345,0.035,9.451,Panaeolus cyanescens
49,droso_1040_replicate_2_after100ns,0.2293,AF-A0A6S7MM11-F1-model_v4,0.187,0.732,0.43,6.235,Lactuca saligna
50,droso_2055_replicate_2_after100ns,0.3369,AF-A0A4C1WYQ4-F1-model_v4,0.16,1.0,0.682,9.32,Eumeta japonica
51,droso_2264_replicate_2_after100ns,0.3857,AF-A0A818TTP7-F1-model_v4,0.089,0.757,0.085,6.889,Rotaria sp. Silwood1
52,droso_1882_replicate_2_after100ns,0.586,AF-A0A820FTY0-F1-model_v4,0.17,0.522,0.22,8.168,Rotaria sp. Silwood2
53,droso_2114_replicate_2_after100ns,0.5151,AF-A0A388L8K5-F1-model_v4,0.229,0.88,0.925,9.357,Chara braunii
54,droso_3137_replicate_3_after100ns,0.7998,AF-A0A7K5NST7-F1-model_v4,0.193,0.517,0.045,5.357,Chroicocephalus maculipennis
55,droso_4687_replicate_3_after100ns,0.6022,AF-A0A2H0B9R1-F1-model_v4,0.147,0.262,0.028,9.23,Bacteroidetes bacterium CG23_combo_of_CG06-09_8_20_14_all_32_9
56,droso_1769_replicate_3_after100ns,0.2786,AF-A0A2T7NDD8-F1-model_v4,0.1,0.567,0.311,2.331,Pomacea canaliculata
57,droso_4392_replicate_1_after100ns,0.3806,AF-X0RPX5-F1-model_v4,0.131,0.612,0.341,9.49,Bacillus sp. TS-2
58,droso_2208_replicate_1_after100ns,0.3653,AF-A0A4C1U1T1-F1-model_v4,0.125,0.737,0.535,6.579,Eumeta japonica
59,droso_1240_replicate_2_after100ns,0.1355,AF-A0A1Q7XD98-F1-model_v4,0.195,0.988,0.694,9.112,Thaumarchaeota archaeon 13_1_20CM_2_39_20
60,droso_1415_replicate_3_after100ns,0.2552,AF-A0A3M7C1B6-F1-model_v4,0.169,0.875,0.331,5.196,Hortaea werneckii
61,droso_2679_replicate_1_after100ns,0.2403,AF-A0A7V2H8A8-F1-model_v4,0.16,0.862,0.147,4.709,Phycisphaerae bacterium
62,droso_2177_replicate_3_after100ns,0.5168,AF-B5ZH77-F1-model_v4,0.228,0.859,0.089,7.493,Gluconacetobacter diazotrophicus PA1 5
63,droso_1878_replicate_2_after100ns,0.2756,AF-A0A2N8ZEA1-F1-model_v4,0.166,0.877,0.238,3.4,Vibrio tapetis subsp. tapetis
64,droso_4425_replicate_1_after100ns,0.2423,AF-M4EUG5-F1-model_v4,0.19,0.795,0.303,7.72,Brassica rapa subsp. pekinensis
65,droso_2447_replicate_2_after100ns,0.3682,AF-A0A2M8PPZ3-F1-model_v4,0.051,0.406,0.153,9.529,Phototrophicales bacterium
66,droso_5012_replicate_1_after100ns,0.7942,AF-A0A1I8Q7K7-F1-model_v4,0.27,0.471,0.242,1.069,Stomoxys calcitrans
67,droso_5054_replicate_3_after100ns,0.3251,AF-A0A5C4LLM3-F1-model_v4,0.119,0.741,0.342,8.822,Methylobacterium terricola
68,droso_956_replicate_2_after100ns,0.6099,AF-A0A4R3EB66-F1-model_v4,0.25,0.684,0.773,5.417,Bosea sp. BK604
69,droso_2648_replicate_3_after100ns,0.3112,AF-A0A836FAM4-F1-model_v4,0.127,0.733,0.198,7.765,Acromyrmex heyeri
70,droso_4962_replicate_2_after100ns,0.3423,AF-A0A7S4B855-F1-model_v4,0.15,0.914,0.339,9.728,Chrysotila carterae
71,droso_4478_replicate_2_after100ns,0.3442,AF-A0A1M5X6G5-F1-model_v4,0.151,0.246,0.141,8.707,Ferrimonas marina
72,droso_1125_replicate_2_after100ns,0.4983,AF-A0A2T4TAU0-F1-model_v4,0.162,0.443,0.059,7.749,Prevotella sp. oral taxon 313
73,droso_2181_replicate_2_after100ns,0.4936,AF-A0A811L025-F1-model_v4,0.189,0.698,0.06,4.439,Bursaphelenchus okinawaensis
74,droso_4299_replicate_1_after100ns,0.2952,AF-A0A7V0ZMI2-F1-model_v4,0.152,0.781,0.839,1.193,Halieaceae bacterium
75,droso_4559_replicate_3_after100ns,0.215,AF-A0A7S3TY47-F1-model_v4,0.157,1.0,0.583,8.33,Strombidinopsis acuminata
76,droso_1120_replicate_1_after100ns,0.528,AF-A0A4Q9G1Z2-F1-model_v4,0.133,0.75,0.433,7.919,Paracoccus subflavus
77,droso_188_replicate_3_after100ns,0.17,AF-L2FF16-F1-model_v4,0.116,0.696,0.61,8.99,Colletotrichum fructicola Nara gc5
78,droso_2547_replicate_3_after100ns,0.4466,AF-A0A1H7JJM2-F1-model_v4,0.079,0.797,1.0,8.342,Phocaeicola vulgatus
79,droso_1010_replicate_2_after100ns,0.2368,AF-F1NBT7-F1-model_v4,0.161,0.531,0.232,6.122,Gallus gallus
80,droso_3588_replicate_3_after100ns,0.2654,AF-A0A350CQZ1-F1-model_v4,0.142,0.752,0.774,8.711,Massilia sp.
81,droso_377_replicate_3_after100ns,0.2149,AF-A0A7R9XTD6-F1-model_v4,0.136,0.896,0.974,5.949,Ostreococcus sp. 'lucimarinus'
82,droso_2962_replicate_1_after100ns,0.3581,AF-A0A0L0SAL8-F1-model_v4,0.154,1.0,0.272,7.278,Allomyces macrogynus ATCC 38327
83,droso_1013_replicate_2_after100ns,0.2991,AF-A0A1K1PRH3-F1-model_v4,0.168,0.485,0.405,2.184,Chitinophaga sancti
84,droso_5052_replicate_1_after100ns,0.8862,AF-A0A6J2T046-F1-model_v4,0.139,0.531,0.197,7.002,Scaptodrosophila lebanonensis
85,droso_3262_replicate_3_after100ns,0.4824,AF-A0A819C0Q6-F1-model_v4,0.159,0.989,0.37,7.192,Adineta steineri
86,droso_2498_replicate_3_after100ns,0.4887,AF-A0A3D1TGA1-F1-model_v4,0.085,0.461,0.566,9.06,Verrucomicrobia bacterium
87,droso_2129_replicate_1_after100ns,0.8587,AF-A0A4R2WUR9-F1-model_v4,0.136,0.65,0.943,2.248,Bacillus sp. OK085
88,droso_2441_replicate_3_after100ns,0.5479,AF-A0A268UKY0-F1-model_v4,0.111,0.402,0.562,7.011,Parabacteroides sp. AT13
89,droso_4321_replicate_3_after100ns,0.3678,AF-A0A182HFA1-F1-model_v4,0.185,0.486,0.099,9.173,Aedes albopictus
90,droso_5589_replicate_1_after100ns,0.1471,AF-A0A835SZU9-F1-model_v4,0.218,0.81,0.632,5.346,Chlamydomonas incerta
91,droso_5042_replicate_2_after100ns,0.5484,AF-N1UM48-F1-model_v4,0.085,0.391,0.542,2.016,Leptospira interrogans serovar Australis str. 200703203
92,droso_915_replicate_2_after100ns,0.7972,AF-A0A354I8I0-F1-model_v4,0.107,0.771,0.188,4.182,Lachnospiraceae bacterium
93,droso_4973_replicate_2_after100ns,0.472,AF-A0A1R2B7Y6-F1-model_v4,0.127,0.958,0.65,6.124,Stentor coeruleus
94,droso_2715_replicate_3_after100ns,0.2226,AF-A0A1Q9CU50-F1-model_v4,0.14,0.455,0.299,6.886,Symbiodinium microadriaticum
95,droso_3488_replicate_1_after100ns,0.2464,AF-E6UI19-F1-model_v4,0.156,0.183,0.088,9.23,Ruminococcus albus 7 = DSM 20455
96,droso_4226_replicate_2_after100ns,0.2771,AF-A0A1D1W6X0-F1-model_v4,0.194,0.733,0.119,7.635,Ramazzottius varieornatus
97,droso_1238_replicate_3_after100ns,0.2067,AF-A0A0V1P595-F1-model_v4,0.15,0.77,0.868,1.857,Trichinella sp. T8
98,droso_4491_replicate_1_after100ns,0.2093,AF-A0A1Y2FBU1-F1-model_v4,0.213,0.912,0.44,9.053,Protomyces lactucae-debilis
99,droso_4969_replicate_1_after100ns,0.2187,AF-A0A151XBT6-F1-model_v4,0.242,1.0,0.379,6.713,Trachymyrmex zeteki
100,droso_6159_replicate_1_after100ns,0.1414,AF-A0A3M7S0N9-F1-model_v4,0.162,0.366,0.16,8.281,Brachionus plicatilis
101,droso_4976_replicate_1_after100ns,0.3164,AF-A0A2E9LID2-F1-model_v4,0.133,0.619,0.17,7.351,Dehalococcoidia bacterium
102,droso_1533_replicate_2_after100ns,0.2192,AF-A0A0M3IFM9-F1-model_v4,0.138,0.924,0.532,4.826,Ascaris lumbricoides
103,droso_4763_replicate_1_after100ns,0.5764,AF-A0A2E7TSW7-F1-model_v4,0.075,0.692,0.984,1.006,Flavobacteriales bacterium
104,droso_4337_replicate_3_after100ns,0.1074,AF-A0A835PHQ2-F1-model_v4,0.13,0.877,0.756,1.799,Vanilla planifolia
105,droso_5274_replicate_1_after100ns,0.5378,AF-A0A3D3GJI7-F1-model_v4,0.164,1.0,0.252,8.108,Bdellovibrionales bacterium
106,droso_6225_replicate_3_after100ns,0.2746,AF-A0A067Q6Z0-F1-model_v4,0.071,0.729,0.417,9.61,Jaapia argillacea MUCL 33604
107,droso_4770_replicate_2_after100ns,0.5655,AF-A0A397U8W7-F1-model_v4,0.0,0.203,0.205,4.824,Gigaspora rosea
108,droso_3304_replicate_3_after100ns,0.7364,AF-A0A7R9TNL2-F1-model_v4,0.024,0.313,0.279,2.944,Micromonas pusilla
109,droso_2381_replicate_1_after100ns,0.2761,AF-A0A521D4Q1-F1-model_v4,0.041,0.698,0.377,7.765,Balnearium lithotrophicum
110,droso_4397_replicate_1_after100ns,0.2655,AF-A0A662X0W8-F1-model_v4,0.181,0.569,0.582,9.703,Nothophytophthora sp. Chile5
111,droso_316_replicate_1_after100ns,0.1158,AF-A0A818CRA9-F1-model_v4,0.177,0.941,0.303,9.867,Rotaria sp. Silwood1
112,droso_2775_replicate_1_after100ns,0.5376,AF-A0A0N4VJD8-F1-model_v4,0.157,0.642,0.109,8.637,Enterobius vermicularis
113,droso_5772_replicate_1_after100ns,0.1007,AF-A0A4Q9LDN7-F1-model_v4,0.11,0.958,0.571,5.218,Hamiltosporidium tvaerminnensis
114,droso_2330_replicate_1_after100ns,0.1327,AF-A0A1F3Q577-F1-model_v4,0.121,0.627,0.407,4.906,Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15
115,droso_1886_replicate_1_after100ns,0.5253,AF-A0A2U8W7Z1-F1-model_v4,0.136,0.534,0.903,5.255,Methylobacterium durans
116,droso_3140_replicate_3_after100ns,0.4926,AF-A0A090R6Z0-F1-model_v4,0.072,0.362,0.435,7.548,Vibrio sp. C7
117,droso_5274_replicate_2_after100ns,0.8586,AF-A0A024GJH8-F1-model_v4,0.075,0.835,0.532,9.7,Albugo candida
118,droso_4144_replicate_3_after100ns,0.5283,AF-A0A438K6Q0-F1-model_v4,0.114,1.0,0.405,8.348,Vitis vinifera
119,droso_5042_replicate_3_after100ns,0.6911,AF-A0A7V0SC06-F1-model_v4,0.025,0.223,0.22,5.141,Spirochaetes bacterium
120,droso_641_replicate_2_after100ns,0.3378,AF-A0A0M3HPL9-F1-model_v4,0.153,1.0,0.157,8.353,Ascaris lumbricoides
121,droso_3588_replicate_2_after100ns,0.4336,AF-A0A6P0IRV0-F1-model_v4,0.173,0.821,1.0,3.809,Moorena sp. SIO3I7
122,droso_3905_replicate_2_after100ns,0.2059,AF-A0A2H1W7Z5-F1-model_v4,0.178,0.825,0.556,0.6606,Spodoptera frugiperda
123,droso_3139_replicate_1_after100ns,0.2607,AF-A0A2J4G6A6-F1-model_v4,0.212,0.708,0.402,6.652,Thermofilum sp. NZ13
124,droso_2027_replicate_2_after100ns,0.5411,AF-A0A177B3N0-F1-model_v4,0.191,0.247,0.084,2.338,Intoshia linei
125,droso_856_replicate_1_after100ns,0.3755,AF-A0A3N4LBA7-F1-model_v4,0.164,1.0,0.066,9.441,Morchella conica CCBAS932
126,droso_4606_replicate_1_after100ns,0.4914,AF-R2RRS9-F1-model_v4,0.08,0.891,0.971,8.957,Enterococcus asini ATCC 700915
127,droso_325_replicate_1_after100ns,0.6377,AF-A0A8B6GNI8-F1-model_v4,0.136,0.574,0.433,7.061,Mytilus galloprovincialis
128,droso_5407_replicate_3_after100ns,0.1399,AF-F8AWB6-F1-model_v4,0.149,0.691,0.445,9.917,Candidatus Frankia datiscae
129,droso_4962_replicate_3_after100ns,0.1732,AF-A0A7V9SYS2-F1-model_v4,0.137,0.906,0.376,2.144,Acidobacteria bacterium
130,droso_3005_replicate_3_after100ns,0.3183,AF-A0A6N9C9D7-F1-model_v4,0.113,0.527,0.479,5.139,Candidatus Poribacteria bacterium
131,droso_2986_replicate_3_after100ns,0.4412,AF-A0A2D6T7T0-F1-model_v4,0.142,0.209,0.105,9.683,Rhodospirillaceae bacterium
132,droso_1617_replicate_1_after100ns,0.2943,AF-A0A1C2G2V9-F1-model_v4,0.166,0.709,0.504,8.055,Acidiferrobacter thiooxydans
133,droso_2815_replicate_1_after100ns,0.3743,AF-A0A844HQ30-F1-model_v4,0.109,0.307,0.138,6.562,Paracoccus litorisediminis
134,droso_879_replicate_2_after100ns,0.5042,AF-A0A4S2KTU4-F1-model_v4,0.139,0.867,0.204,5.35,Temnothorax longispinosus
135,droso_908_replicate_2_after100ns,0.1568,AF-A0A5B0P2D3-F1-model_v4,0.134,0.549,0.726,6.256,Puccinia graminis f. sp. tritici
136,droso_4025_replicate_2_after100ns,0.3694,AF-A0A060Y4J0-F1-model_v4,0.094,0.978,0.289,8.523,Oncorhynchus mykiss
137,droso_4746_replicate_2_after100ns,0.5276,AF-A0A6A1Q0Y8-F1-model_v4,0.136,0.746,0.224,5.378,Balaenoptera physalus
138,droso_2373_replicate_2_after100ns,0.3509,AF-A0A3M4FRR5-F1-model_v4,0.142,0.875,0.446,7.849,Pseudomonas fluorescens
139,droso_4586_replicate_1_after100ns,0.8257,AF-A0A7S2U3Y8-F1-model_v4,0.074,0.903,0.612,0.1337,Lotharella oceanica
140,droso_4872_replicate_1_after100ns,0.4003,AF-A0A0F9KYS6-F1-model_v4,0.059,0.6,0.904,5.32,marine sediment metagenome
141,droso_2077_replicate_3_after100ns,0.2608,AF-A0A261CBJ8-F1-model_v4,0.098,0.827,0.488,9.998,Caenorhabditis latens
142,droso_2629_replicate_1_after100ns,0.4156,AF-A0A6J7HLY8-F1-model_v4,0.098,0.889,0.162,4.533,freshwater metagenome
143,droso_4548_replicate_1_after100ns,0.2279,AF-A0A7C9AJP8-F1-model_v4,0.194,0.93,0.487,6.286,Opuntia streptacantha
144,droso_2660_replicate_3_after100ns,0.4592,AF-A0A4V1UIX2-F1-model_v4,0.195,0.293,0.759,7.391,Caulobacteraceae bacterium
145,droso_2734_replicate_2_after100ns,0.2101,AF-A0A1Y1UCG9-F1-model_v4,0.145,0.728,0.478,7.676,Kockovaella imperatae
146,droso_337_replicate_2_after100ns,0.2975,AF-Q19604-F1-model_v4,0.115,1.0,0.13,4.606,Caenorhabditis elegans
147,droso_6328_replicate_2_after100ns,0.1463,AF-A0A077ZQW0-F1-model_v4,0.143,0.864,0.281,5.607,Stylonychia lemnae
148,droso_2823_replicate_3_after100ns,0.7449,AF-A0A2V2CUY6-F1-model_v4,0.125,0.444,0.283,4.767,Clostridia bacterium
149,droso_4499_replicate_1_after100ns,0.6041,AF-A0A7T7FLZ6-F1-model_v4,0.075,0.426,0.784,5.925,Pterygocalyx volubilis
150,droso_3139_replicate_2_after100ns,0.2608,AF-A0A812WRH9-F1-model_v4,0.129,0.681,0.435,9.753,Symbiodinium sp. CCMP2456
151,droso_3028_replicate_2_after100ns,0.1028,AF-A0A7X8TI97-F1-model_v4,0.131,0.97,0.268,8.117,Nesterenkonia sedimenti
152,droso_4561_replicate_1_after100ns,0.5012,AF-A0A6J3LWS1-F1-model_v4,0.183,0.577,0.638,7.295,Dissoconium aciculare CBS 342.82
153,droso_989_replicate_3_after100ns,0.4687,AF-A0A533WJD9-F1-model_v4,0.142,0.656,0.772,6.431,Thaumarchaeota archaeon
154,droso_4499_replicate_2_after100ns,0.7432,AF-A0A7H1JJQ0-F1-model_v4,0.064,0.33,0.307,6.933,Anemone taipaiensis
155,droso_1244_replicate_3_after100ns,0.2782,AF-A0A7C7SVI6-F1-model_v4,0.139,0.605,0.723,2.655,Gammaproteobacteria bacterium
156,droso_6209_replicate_2_after100ns,0.2151,AF-G8SKK5-F1-model_v4,0.173,1.0,0.211,7.707,Actinoplanes sp. SE50/110
157,droso_5688_replicate_3_after100ns,0.4687,AF-A0A0N5D968-F1-model_v4,0.102,0.504,0.943,5.807,Thelazia callipaeda
158,droso_4453_replicate_2_after100ns,0.4834,AF-A0A401YXJ4-F1-model_v4,0.172,1.0,0.77,9.673,Embleya hyalina
159,droso_4368_replicate_3_after100ns,0.2715,AF-A0A816LY31-F1-model_v4,0.134,0.989,0.244,9.183,Rotaria magnacalcarata
160,droso_4191_replicate_2_after100ns,0.4613,AF-W2XJ99-F1-model_v4,0.105,0.754,0.183,7.209,Phytophthora parasitica CJ01A1
161,droso_1046_replicate_3_after100ns,0.4474,AF-A0A7N2LWC8-F1-model_v4,0.232,0.589,0.373,3.466,Quercus lobata
162,droso_5671_replicate_3_after100ns,0.4209,AF-A0A1F2PBX0-F1-model_v4,0.095,0.993,0.992,7.903,Candidatus Syntrophoarchaeum caldarius
163,droso_4191_replicate_3_after100ns,0.4196,AF-D5UKZ2-F1-model_v4,0.174,0.841,0.313,8.036,Cellulomonas flavigena DSM 20109
164,droso_4131_replicate_2_after100ns,0.2117,AF-Q7JM44-F1-model_v4,0.107,0.757,0.193,1.157,Caenorhabditis elegans
165,droso_989_replicate_1_after100ns,0.5555,AF-A0A3S0LFZ3-F1-model_v4,0.08,0.591,0.078,6.124,Burkholderiales bacterium
166,droso_3189_replicate_1_after100ns,0.3361,AF-A0A3C1SV71-F1-model_v4,0.163,0.667,0.099,8.338,Candidatus Competibacteraceae bacterium
167,droso_55_replicate_1_after100ns,0.1998,AF-A0A7I4XSL8-F1-model_v4,0.123,0.97,0.784,3.77,Haemonchus contortus
168,droso_1125_replicate_3_after100ns,0.516,AF-A0A815TPW2-F1-model_v4,0.089,0.773,0.809,8.615,Rotaria sordida
169,droso_3111_replicate_1_after100ns,0.2826,AF-F0YST9-F1-model_v4,0.125,0.967,0.394,6.573,Aureococcus anophagefferens
170,droso_5316_replicate_2_after100ns,0.1941,AF-A0A835N4T4-F1-model_v4,0.138,0.575,0.158,6.346,Salix dunnii
171,droso_2492_replicate_2_after100ns,0.4777,AF-A0A645AN12-F1-model_v4,0.133,0.911,0.806,7.125,bioreactor metagenome
172,droso_3156_replicate_3_after100ns,0.4727,AF-A0A1E4RPQ8-F1-model_v4,0.203,0.862,0.266,9.302,Hyphopichia burtonii NRRL Y-1933
173,droso_4713_replicate_3_after100ns,0.08292,AF-A0A6G0IBF6-F1-model_v4,0.191,0.846,0.267,7.339,Larimichthys crocea
174,droso_6243_replicate_1_after100ns,0.3587,AF-A0A812KVW7-F1-model_v4,0.154,0.878,0.173,9.34,Symbiodinium sp. CCMP2592
175,droso_3488_replicate_2_after100ns,0.1153,AF-A0A0E0GDD0-F1-model_v4,0.135,0.639,0.277,4.322,Oryza nivara
176,droso_1805_replicate_2_after100ns,0.3348,AF-A0A183FEM3-F1-model_v4,0.142,0.371,0.308,7.174,Heligmosomoides polygyrus
177,droso_6575_replicate_1_after100ns,0.09232,AF-A0A1B0AM96-F1-model_v4,0.104,0.433,0.377,9.604,Glossina palpalis gambiensis
178,droso_4780_replicate_1_after100ns,0.8632,AF-E4XVF1-F1-model_v4,0.051,0.65,0.098,9.855,Oikopleura dioica
179,droso_915_replicate_1_after100ns,0.6684,AF-A0A1D6I9F4-F1-model_v4,0.097,0.725,0.82,7.654,Zea mays
180,droso_5559_replicate_1_after100ns,0.5858,AF-A0A292S7S8-F1-model_v4,0.068,0.462,0.688,6.623,Candidatus Gastranaerophilales bacterium HUM_18
181,droso_1978_replicate_1_after100ns,0.6373,AF-A0A1A0TFA6-F1-model_v4,0.073,0.526,0.089,6.639,Mycobacterium sp. 852013-51886_SCH5428379
182,droso_4473_replicate_1_after100ns,0.3832,AF-A0A7J5EWQ1-F1-model_v4,0.159,0.518,0.275,5.565,Kofleriaceae bacterium
183,droso_19_replicate_3_after100ns,0.03773,AF-A0A6P6L5R4-F1-model_v4,0.164,0.941,0.713,3.459,Carassius auratus
184,droso_6381_replicate_2_after100ns,0.4012,AF-A0A1G3M509-F1-model_v4,0.102,0.817,0.551,6.859,Spirochaetes bacterium GWB1_59_5
185,droso_1122_replicate_1_after100ns,0.4494,AF-F0W3Y3-F1-model_v4,0.082,0.769,0.496,6.529,Albugo laibachii Nc14
